"Município";"BCG";"Hepatite B  em crianças até 30 dias";"Rotavírus Humano";"Meningococo C";"Hepatite B";"Penta";"Pneumocócica";"Poliomielite";"Poliomielite 4 anos";"Febre Amarela";"Hepatite A";"Pneumocócica(1º ref)";"Meningococo C (1º ref)";"Poliomielite(1º ref)";"Tríplice Viral  D1";"Tríplice Viral  D2";"Tetra Viral(SRC+VZ)";"DTP";"DTP REF (4 e 6 anos)";"Tríplice Bacteriana(DTP)(1º ref)";"Sarampo";"Haemophilus influenzae b";"Dupla adulto e tríplice acelular gestante";"dTpa gestante";"Tetravalente (DTP/Hib) (TETRA)";"Ignorado";" Total"
"240830 NOVA CRUZ";"86,53";"68,63";"48,65";"47,64";"62,16";"71,22";"79,89";"82,40";"23,78";"0,08";"62,34";"75,35";"76,35";"68,75";"88,07";"61,27";"41,34";"76,09";"18,45";"59,94";"67,80";"7,12";"29,84";"24,39";"70,47";"75,87";"67,30"
"240840 OLHO-D\'AGUA DO BORGES";"95,48";"52,37";"42,42";"45,81";"60,55";"67,01";"72,92";"88,38";"52,89";"0,29";"53,85";"89,94";"84,32";"77,22";"85,20";"65,68";"53,07";"85,87";"30,17";"87,57";"102,76";"25,26";"37,50";"21,61";"65,41";"75,25";"70,24"
"240850 OURO BRANCO";"67,11";"48,20";"68,76";"65,74";"79,08";"87,52";"99,39";"95,60";"92,36";"0,42";"75,00";"95,00";"96,20";"96,60";"96,43";"91,80";"64,23";"90,05";"93,45";"91,40";"68,77";"21,64";"34,65";"37,28";"74,96";"73,56";"72,62"
"240860 PARANA";"86,71";"82,34";"65,87";"55,84";"64,49";"79,25";"84,21";"91,62";"84,27";"0,38";"75,53";"90,43";"95,96";"86,60";"87,46";"94,04";"69,72";"82,84";"61,54";"92,55";"82,80";"9,28";"55,42";"29,01";"70,99";"79,47";"74,43"
"240870 PARAU";"87,66";"61,35";"56,34";"50,65";"70,30";"84,27";"81,28";"88,49";"30,00";"6,27";"59,73";"87,34";"86,08";"61,35";"101,05";"60,00";"38,73";"93,01";"22,11";"61,36";"76,53";"14,82";"23,79";"26,94";"73,61";"77,57";"71,63"
"240880 PARAZINHO";"65,86";"32,63";"71,76";"66,21";"75,36";"101,26";"102,57";"93,61";"58,18";"0";"74,86";"89,27";"91,81";"81,07";"97,94";"82,06";"43,36";"88,71";"43,17";"88,14";"57,94";"5,42";"47,74";"36,77";"91,59";"80,86";"74,83"
"240890 PARELHAS";"100,18";"65,57";"62,92";"55,05";"68,38";"70,85";"82,73";"92,28";"65,74";"0,05";"59,27";"86,13";"83,34";"80,74";"98,65";"65,92";"44,67";"88,21";"36,94";"75,96";"83,51";"19,05";"44,04";"27,46";"72,94";"71,07";"69,64"
"240895 RIO DO FOGO";"32,09";"23,21";"43,73";"44,04";"81,69";"54,81";"55,26";"82,90";"27,25";"0";"33,00";"58,13";"57,49";"57,20";"106,05";"47,48";"43,32";"81,07";"20,11";"57,70";"54,50";"18,83";"34,36";"20,54";"84,82";"83,26";"68,54"
"240910 PASSA E FICA";"96,04";"43,68";"57,19";"59,67";"64,74";"79,44";"82,39";"83,74";"68,15";"0,03";"76,40";"93,60";"96,32";"81,69";"89,00";"74,93";"45,09";"81,81";"56,48";"83,90";"126,97";"19,37";"50,34";"36,53";"66,53";"74,99";"71,93"
"240920 PASSAGEM";"43,81";"39,57";"66,24";"60,24";"73,93";"86,83";"80,08";"98,31";"88,21";"0";"75,13";"89,57";"94,39";"89,84";"106,31";"85,03";"60,31";"92,45";"88,21";"90,91";"75,47";"11,13";"46,67";"35,07";"85,68";"78,35";"73,90"
"240930 PATU";"103,07";"73,34";"54,82";"48,82";"66,60";"75,51";"77,15";"94,18";"22,26";"0,07";"64,80";"71,35";"77,02";"64,57";"84,08";"72,23";"34,45";"89,91";"17,38";"70,79";"96,47";"19,46";"43,55";"27,92";"69,06";"71,13";"68,28"
"240933 SANTA MARIA";"49,50";"31,03";"73,54";"54,81";"94,12";"83,66";"96,01";"100,68";"41,65";"0";"65,22";"97,04";"89,33";"74,70";"114,03";"73,52";"41,35";"99,47";"32,58";"81,62";"68,79";"47,78";"34,97";"32,52";"81,78";"80,51";"75,83"
"240940 PAU DOS FERROS";"125,27";"72,41";"59,28";"54,55";"72,80";"78,28";"80,74";"98,68";"65,46";"3,81";"65,72";"85,00";"86,39";"83,41";"97,08";"78,05";"45,41";"95,12";"39,85";"82,89";"105,19";"22,73";"44,66";"45,12";"76,42";"75,69";"74,67"
"240950 PEDRA GRANDE";"57,25";"28,57";"64,99";"65,26";"75,32";"86,07";"96,53";"79,73";"70,72";"0,06";"79,53";"101,71";"105,33";"96,80";"176,06";"63,11";"45,54";"76,57";"92,78";"90,62";"57,31";"18,67";"53,32";"44,33";"87,86";"79,90";"76,01"
"240960 PEDRA PRETA";"47,39";"18,93";"49,62";"50,92";"60,66";"68,34";"81,15";"72,23";"27,27";"0";"55,02";"83,94";"83,21";"67,87";"97,92";"69,48";"70,83";"70,79";"23,81";"74,30";"67,61";"18,11";"44,17";"33,98";"72,57";"73,92";"65,91"
"240970 PEDRO AVELINO";"79,95";"66,46";"55,49";"54,56";"61,54";"82,46";"82,89";"79,33";"48,01";"0";"65,20";"89,81";"83,86";"92,32";"104,27";"124,29";"97,02";"67,85";"38,16";"86,21";"45,67";"9,71";"42,26";"36,44";"81,27";"76,15";"70,07"
"240980 PEDRO VELHO";"83,63";"66,08";"45,17";"40,03";"48,67";"48,40";"57,37";"68,39";"11,82";"0,03";"37,38";"50,21";"52,14";"47,74";"81,03";"30,58";"21,73";"69,23";"12,95";"51,73";"61,72";"17,87";"42,35";"11,38";"59,23";"73,51";"61,65"
"240990 PENDENCIAS";"95,96";"58,00";"72,16";"72,45";"86,20";"94,23";"110,04";"99,44";"64,93";"0,05";"75,38";"114,08";"112,87";"98,15";"125,25";"95,66";"47,79";"98,04";"54,99";"99,12";"60,54";"15,96";"48,09";"34,31";"99,74";"82,63";"80,79"
"241000 PILOES";"96,25";"86,86";"64,88";"52,13";"72,74";"85,54";"79,13";"95,74";"76,72";"0";"70,86";"98,29";"98,57";"96,86";"94,94";"85,14";"68,08";"87,43";"51,78";"97,43";"77,84";"24,12";"62,54";"54,24";"74,47";"74,31";"74,10"
"241010 POCO BRANCO";"68,69";"22,95";"53,28";"46,08";"65,26";"66,37";"81,18";"81,68";"28,11";"0,15";"55,13";"73,32";"67,75";"77,46";"114,06";"51,87";"23,83";"76,92";"28,72";"90,84";"49,62";"7,15";"54,58";"41,64";"73,59";"74,31";"66,52"
"241020 PORTALEGRE";"87,28";"55,18";"60,91";"53,70";"67,66";"71,84";"82,06";"87,85";"55,14";"0,04";"68,47";"91,55";"93,69";"87,16";"85,71";"69,11";"45,23";"83,25";"39,38";"88,74";"80,24";"23,89";"23,65";"35,76";"70,97";"76,17";"71,22"
"241025 PORTO DO MANGUE";"81,48";"49,92";"65,38";"58,86";"94,71";"72,87";"84,17";"96,25";"43,56";"0,14";"66,87";"81,96";"82,58";"72,78";"114,76";"73,09";"51,65";"95,34";"38,16";"69,67";"87,30";"40,82";"25,36";"29,29";"85,01";"84,97";"78,19"
"241030 SERRA CAIADA";"58,01";"23,04";"57,68";"52,93";"68,76";"74,95";"77,99";"80,03";"34,58";"0,03";"61,25";"79,98";"81,65";"67,75";"104,83";"46,77";"32,74";"72,16";"36,78";"80,97";"59,07";"10,54";"54,63";"31,57";"72,19";"74,67";"66,60"
"241040 PUREZA";"48,37";"28,36";"53,74";"55,74";"76,90";"71,86";"76,98";"92,41";"53,36";"0,03";"64,59";"87,17";"89,34";"83,92";"96,47";"69,38";"43,36";"91,53";"41,73";"78,41";"85,11";"26,87";"31,36";"27,28";"76,48";"78,15";"70,72"
"241050 RAFAEL FERNANDES";"74,30";"57,97";"59,68";"52,32";"66,52";"84,75";"81,68";"85,52";"59,89";"0,06";"75,98";"104,32";"102,81";"86,49";"91,50";"85,18";"52,74";"79,76";"39,23";"97,94";"73,02";"16,26";"39,89";"36,67";"61,60";"71,04";"68,52"
"241060 RAFAEL GODEIRO";"89,89";"61,29";"59,57";"53,55";"72,92";"79,32";"82,85";"94,09";"60,63";"0";"75,63";"98,21";"92,11";"87,46";"87,59";"97,49";"59,33";"82,25";"46,77";"89,61";"86,85";"26,34";"38,04";"33,70";"69,82";"81,39";"75,72"
"241070 RIACHO DA CRUZ";"84,93";"75,56";"64,93";"51,74";"69,50";"86,18";"86,60";"90,77";"42,05";"0";"78,14";"110,61";"101,29";"95,50";"86,34";"95,18";"80,30";"78,87";"44,88";"95,18";"75,73";"20,90";"50,33";"50,67";"73,64";"73,37";"71,69"
"241080 RIACHO DE SANTANA";"81,94";"66,44";"53,62";"41,88";"59,83";"70,97";"76,96";"84,38";"30,87";"0,06";"43,61";"82,65";"77,63";"82,88";"77,76";"64,51";"54,83";"72,83";"19,01";"70,78";"63,91";"16,15";"28,24";"29,97";"69,85";"75,31";"67,35"
"241090 RIACHUELO";"63,07";"29,84";"59,48";"56,10";"72,75";"76,61";"80,34";"85,48";"55,88";"0,04";"63,42";"94,22";"89,89";"86,64";"100,00";"45,13";"26,22";"80,59";"31,07";"79,30";"68,83";"22,96";"33,84";"37,04";"76,06";"76,86";"69,77"
"241100 RODOLFO FERNANDES";"96,42";"65,54";"55,59";"59,68";"76,31";"77,64";"92,22";"93,02";"83,66";"0";"62,50";"90,36";"86,25";"81,25";"113,85";"76,79";"56,97";"91,64";"62,05";"90,89";"73,59";"22,85";"29,08";"21,72";"88,04";"84,24";"78,13"
"241105 TIBAU";"62,32";"40,74";"61,37";"61,68";"83,81";"91,99";"90,64";"92,06";"53,45";"0,09";"78,61";"82,26";"89,88";"68,49";"95,50";"67,99";"53,20";"89,80";"45,11";"81,09";"72,09";"20,05";"44,33";"32,81";"79,16";"76,59";"72,33"
"241110 RUY BARBOSA";"48,70";"27,78";"51,47";"47,61";"56,82";"75,20";"72,80";"85,53";"41,96";"0";"69,75";"84,88";"86,42";"85,80";"97,03";"75,62";"35,86";"76,27";"34,75";"79,94";"91,13";"18,66";"59,66";"54,58";"62,89";"72,88";"66,82"
"241120 SANTA CRUZ";"202,80";"221,39";"54,03";"56,87";"67,40";"76,72";"80,11";"94,10";"74,91";"0,14";"62,19";"82,60";"76,13";"78,57";"112,88";"49,18";"29,15";"87,34";"39,89";"81,62";"77,80";"14,92";"48,81";"40,05";"70,09";"77,84";"78,68"
"241140 SANTANA DO MATOS";"86,62";"48,27";"59,63";"58,94";"64,90";"86,75";"90,92";"96,23";"55,49";"0,04";"62,67";"94,67";"97,69";"87,11";"105,57";"103,38";"69,23";"89,93";"29,11";"88,27";"74,67";"11,84";"46,47";"37,21";"73,86";"75,45";"72,47"
"241142 SANTANA DO SERIDO";"76,39";"84,84";"77,88";"67,05";"72,68";"108,73";"112,46";"93,17";"54,91";"0,11";"97,13";"107,79";"111,89";"106,56";"112,01";"108,62";"60,68";"84,70";"62,43";"113,11";"73,39";"21,17";"54,59";"31,88";"74,83";"76,59";"76,16"
"241150 SANTO ANTONIO";"152,05";"71,56";"49,92";"50,09";"62,41";"72,22";"78,73";"83,24";"51,10";"0,07";"65,75";"74,91";"82,71";"71,30";"85,85";"64,94";"33,85";"77,90";"34,49";"71,56";"65,61";"6,10";"41,16";"30,03";"69,34";"75,89";"70,84"
"241160 SAO BENTO DO NORTE";"106,13";"59,40";"70,82";"64,88";"63,87";"93,37";"102,05";"104,82";"57,08";"0";"83,38";"111,72";"112,53";"96,19";"125,74";"102,18";"71,89";"101,45";"47,03";"90,74";"91,33";"16,46";"38,07";"55,89";"90,47";"86,37";"82,36"
"241170 SAO BENTO DO TRAIRI";"32,54";"22,80";"52,79";"41,62";"64,42";"52,77";"65,67";"77,68";"11,18";"0,18";"40,37";"56,16";"50,29";"45,79";"84,71";"53,27";"31,29";"78,50";"21,15";"48,73";"90,86";"22,48";"24,69";"10,61";"70,03";"72,47";"61,21"
"241180 SAO FERNANDO";"36,69";"30,51";"62,00";"55,22";"74,06";"85,91";"88,76";"114,52";"68,98";"0,09";"70,69";"90,63";"93,05";"85,20";"102,07";"93,96";"63,40";"111,01";"74,33";"87,31";"82,42";"21,31";"58,53";"56,18";"92,32";"76,13";"73,93"
"241190 SAO FRANCISCO DO OESTE";"101,46";"65,11";"61,30";"60,82";"76,89";"88,55";"86,11";"107,74";"74,19";"0,08";"74,85";"94,32";"93,10";"86,41";"98,24";"72,41";"61,31";"105,23";"79,44";"81,34";"133,61";"35,74";"31,00";"18,25";"69,38";"71,44";"74,45"
"241200 SAO GONCALO DO AMARANTE";"79,80";"55,70";"49,70";"45,61";"64,51";"59,81";"68,03";"79,12";"55,13";"0,11";"48,86";"66,53";"67,59";"64,44";"83,43";"50,45";"33,85";"73,77";"32,57";"57,76";"66,84";"10,09";"24,23";"17,51";"69,97";"73,51";"63,61"
"241210 SAO JOAO DO SABUGI";"44,01";"34,58";"68,73";"57,43";"73,14";"80,40";"90,83";"95,87";"51,28";"0";"70,77";"93,05";"97,50";"87,88";"98,66";"70,30";"52,51";"90,30";"46,58";"93,58";"78,30";"21,19";"26,24";"29,42";"74,41";"72,56";"69,57"
"241220 SAO JOSE DE MIPIBU";"142,35";"124,31";"53,28";"49,62";"69,16";"61,89";"78,12";"91,98";"38,90";"3,79";"53,85";"76,11";"70,06";"64,71";"94,99";"49,54";"24,99";"85,45";"31,32";"63,60";"81,69";"12,92";"35,89";"29,94";"75,41";"77,00";"72,54"
"241230 SAO JOSE DO CAMPESTRE";"75,66";"27,14";"54,50";"52,86";"70,24";"68,79";"79,21";"97,07";"47,95";"0,09";"58,89";"75,71";"77,91";"71,69";"104,03";"75,35";"38,83";"92,45";"29,55";"76,37";"86,50";"21,22";"29,29";"26,66";"77,54";"77,85";"71,65"
"241240 SAO JOSE DO SERIDO";"59,38";"33,48";"70,94";"68,96";"86,53";"92,08";"104,75";"116,87";"86,85";"0";"84,45";"103,46";"103,02";"100,65";"109,86";"101,94";"76,87";"116,61";"87,25";"98,49";"103,89";"22,61";"63,54";"61,79";"78,40";"82,49";"81,68"
"241250 SAO MIGUEL";"99,21";"58,28";"52,01";"42,32";"60,20";"65,59";"68,02";"89,44";"49,29";"0,11";"53,60";"71,01";"76,80";"69,86";"93,37";"53,27";"28,20";"89,35";"29,24";"71,83";"87,08";"19,09";"37,16";"28,61";"73,97";"77,20";"69,86"
"241255 SAO MIGUEL DO GOSTOSO";"70,35";"38,22";"77,39";"82,39";"122,04";"123,31";"128,35";"127,96";"44,90";"0,09";"84,55";"129,96";"129,43";"121,70";"148,99";"109,59";"66,18";"117,97";"35,41";"125,03";"83,92";"47,03";"56,36";"35,45";"111,79";"92,45";"92,01"
"241260 SAO PAULO DO POTENGI";"114,56";"39,06";"55,75";"52,24";"72,98";"78,12";"78,73";"98,99";"56,67";"2,01";"56,91";"85,95";"84,33";"78,51";"104,24";"65,86";"37,19";"96,47";"37,64";"79,57";"93,23";"23,92";"41,73";"29,59";"79,27";"77,83";"74,60"
"241270 SAO PEDRO";"58,74";"27,03";"54,28";"56,04";"68,37";"77,89";"87,76";"85,60";"44,83";"0,04";"65,02";"90,78";"88,24";"73,61";"105,13";"64,86";"40,95";"82,36";"36,97";"82,67";"68,05";"18,88";"42,61";"36,17";"75,03";"75,64";"69,53"
"241280 SAO RAFAEL";"78,49";"52,88";"60,52";"59,17";"67,14";"79,65";"87,62";"90,85";"50,50";"0";"67,74";"88,92";"91,30";"94,53";"104,52";"95,79";"64,80";"88,16";"37,40";"90,88";"78,53";"17,84";"64,20";"46,83";"79,65";"74,12";"72,05"
"241290 SAO TOME";"69,73";"25,94";"54,81";"49,47";"62,55";"70,90";"73,17";"86,88";"34,06";"0,05";"61,29";"81,36";"84,73";"66,57";"91,32";"59,27";"39,23";"83,02";"28,91";"71,18";"72,37";"16,31";"51,48";"29,27";"70,41";"72,02";"66,52"
"241300 SAO VICENTE";"70,17";"48,77";"61,54";"58,30";"73,57";"83,52";"94,16";"88,20";"70,64";"0,59";"70,00";"81,93";"88,42";"81,05";"94,64";"85,96";"62,86";"94,59";"38,56";"82,98";"76,38";"15,12";"36,43";"29,90";"77,47";"68,56";"67,85"
"241310 SENADOR ELOI DE SOUZA";"68,11";"23,56";"47,69";"52,55";"62,05";"65,23";"75,93";"95,30";"39,28";"0";"44,59";"78,96";"78,96";"63,85";"106,68";"64,15";"40,59";"103,94";"33,72";"66,37";"86,34";"10,65";"26,31";"24,88";"71,03";"80,59";"71,34"
"241320 SENADOR GEORGINO AVELINO";"58,48";"70,92";"86,04";"71,75";"89,82";"102,38";"112,94";"99,10";"38,98";"1,13";"64,72";"106,21";"105,14";"80,14";"116,90";"96,28";"74,18";"94,48";"41,81";"90,25";"82,36";"31,46";"48,80";"35,97";"91,53";"84,50";"81,00"
"241330 SERRA DE SAO BENTO";"74,84";"30,11";"65,17";"58,56";"67,15";"89,00";"86,73";"87,20";"79,90";"0,12";"88,38";"90,20";"96,50";"90,62";"98,77";"82,49";"40,52";"78,94";"47,46";"88,94";"76,89";"12,20";"35,75";"40,72";"69,33";"75,09";"70,81"
"241335 SERRA DO MEL";"59,18";"32,24";"59,47";"59,16";"71,80";"79,00";"82,31";"82,33";"80,16";"0,02";"71,45";"93,66";"91,61";"86,30";"82,17";"86,72";"54,87";"74,61";"93,65";"83,58";"56,29";"20,26";"47,43";"37,29";"67,24";"72,42";"68,11"
"241340 SERRA NEGRA DO NORTE";"73,88";"45,42";"64,71";"49,89";"71,22";"76,89";"86,60";"95,19";"43,77";"0,07";"67,65";"82,48";"85,31";"77,22";"103,53";"85,04";"69,13";"85,22";"22,82";"80,19";"80,30";"17,31";"30,63";"28,53";"76,24";"79,64";"73,02"
"241350 SERRINHA";"48,02";"34,53";"45,37";"49,25";"56,07";"68,85";"71,79";"69,44";"51,98";"0,12";"64,36";"79,58";"80,57";"77,35";"80,83";"66,71";"44,24";"66,65";"39,26";"84,90";"50,46";"11,25";"42,00";"31,41";"61,32";"70,66";"61,94"
"241355 SERRINHA DOS PINTOS";"103,16";"88,29";"70,27";"61,62";"95,01";"97,84";"93,85";"108,37";"61,22";"0,19";"82,93";"91,71";"108,54";"86,34";"95,91";"94,39";"43,32";"98,86";"33,75";"107,56";"90,77";"33,78";"62,44";"61,75";"77,20";"78,13";"78,89"
"241360 SEVERIANO MELO";"74,60";"63,99";"60,62";"53,40";"52,77";"79,60";"87,25";"75,22";"111,88";"0,18";"72,02";"95,12";"86,80";"81,64";"88,12";"77,76";"35,39";"71,87";"55,37";"78,91";"55,45";"5,40";"31,75";"32,79";"70,10";"74,10";"67,30"
"241370 SITIO NOVO";"34,35";"22,72";"55,44";"48,35";"63,11";"68,94";"70,82";"84,44";"34,52";"0,32";"55,49";"77,47";"85,29";"66,85";"96,04";"89,39";"52,95";"79,93";"31,45";"72,07";"77,63";"17,33";"21,58";"13,98";"67,57";"72,51";"64,81"
"241380 TABOLEIRO GRANDE";"86,18";"66,55";"62,97";"58,96";"71,45";"83,50";"99,44";"92,00";"46,15";"0,11";"83,45";"101,06";"98,24";"93,31";"102,70";"85,92";"85,45";"84,17";"32,57";"100,35";"74,20";"21,70";"43,38";"45,66";"72,11";"74,04";"72,64"
"241390 TAIPU";"55,29";"31,79";"56,71";"59,88";"64,05";"68,55";"87,74";"80,18";"33,55";"0";"46,55";"76,21";"81,57";"78,12";"95,40";"73,05";"60,18";"81,85";"24,48";"52,94";"63,31";"10,06";"32,74";"33,24";"74,19";"80,86";"70,20"
"241400 TANGARA";"38,03";"23,42";"46,27";"41,98";"64,27";"57,02";"63,69";"81,81";"23,35";"0";"41,68";"57,09";"55,69";"50,59";"86,15";"55,69";"25,35";"81,82";"20,78";"47,37";"69,66";"12,14";"30,50";"21,98";"73,47";"71,26";"60,97"
"241410 TENENTE ANANIAS";"88,60";"78,13";"67,13";"59,47";"72,14";"86,52";"92,94";"90,96";"75,04";"0,44";"80,93";"96,17";"96,25";"93,06";"89,91";"88,11";"72,22";"82,01";"40,58";"91,78";"58,83";"21,96";"60,25";"56,35";"72,04";"74,70";"73,06"
"241415 TENENTE LAURENTINO CRUZ";"77,73";"57,76";"64,36";"58,30";"89,04";"85,50";"84,15";"98,35";"39,77";"0,19";"69,81";"84,37";"90,33";"85,68";"99,55";"76,97";"49,38";"94,68";"31,51";"85,20";"83,33";"19,31";"58,68";"33,55";"85,42";"80,97";"75,91"
"241420 TIBAU DO SUL";"64,95";"40,06";"61,36";"54,46";"79,25";"70,53";"72,95";"86,04";"39,74";"0,05";"54,40";"79,06";"79,00";"65,98";"97,18";"41,05";"20,89";"91,85";"28,36";"56,57";"79,31";"18,93";"35,11";"35,53";"86,40";"80,07";"69,75"
"241430 TIMBAUBA DOS BATISTAS";"54,33";"25,82";"66,97";"59,76";"87,28";"90,72";"94,04";"113,61";"81,48";"0";"83,10";"99,06";"100,94";"82,63";"120,43";"89,20";"75,44";"116,18";"88,89";"92,49";"105,26";"25,00";"49,79";"44,77";"91,83";"85,85";"82,29"
"241440 TOUROS";"67,29";"27,63";"49,57";"44,67";"66,52";"67,27";"68,88";"76,92";"35,03";"0,01";"49,25";"78,35";"82,37";"72,09";"94,90";"53,75";"32,74";"75,34";"23,72";"70,06";"61,97";"16,29";"41,45";"27,67";"74,52";"75,84";"66,13"
"241445 TRIUNFO POTIGUAR";"106,10";"72,89";"62,40";"55,97";"95,38";"87,04";"73,21";"97,48";"57,68";"0,07";"75,05";"96,31";"96,75";"97,83";"126,11";"90,46";"70,66";"83,09";"52,43";"100,22";"67,63";"17,63";"94,56";"63,27";"85,24";"84,02";"81,77"
"241450 UMARIZAL";"97,52";"52,60";"55,97";"46,91";"67,51";"69,43";"80,86";"93,05";"49,69";"3,05";"57,90";"81,60";"77,75";"63,31";"88,74";"75,16";"47,64";"91,56";"27,62";"73,49";"98,22";"25,62";"43,61";"27,42";"75,74";"77,20";"72,32"
"241460 UPANEMA";"89,23";"37,72";"61,15";"57,14";"71,85";"77,12";"78,20";"82,62";"29,82";"0,09";"58,41";"74,43";"76,50";"63,42";"97,96";"68,09";"42,67";"86,28";"24,66";"69,43";"77,11";"17,65";"43,01";"17,74";"74,26";"79,85";"71,46"
"241470 VARZEA";"71,32";"36,79";"61,10";"60,45";"58,15";"86,17";"79,00";"81,27";"60,16";"0";"73,19";"89,63";"92,95";"85,91";"110,15";"83,76";"45,15";"69,43";"32,56";"86,30";"79,94";"12,19";"44,09";"52,73";"65,28";"82,73";"72,64"
"241475 VENHA-VER";"94,68";"66,74";"45,09";"54,27";"70,37";"71,46";"72,11";"91,59";"41,75";"0,24";"63,02";"79,21";"80,53";"74,62";"90,40";"72,21";"49,10";"74,19";"35,25";"72,65";"56,36";"18,36";"41,18";"29,21";"74,06";"83,53";"73,56"
"241480 VERA CRUZ";"53,33";"39,54";"50,10";"45,59";"67,00";"62,20";"69,01";"80,17";"40,40";"0,02";"34,55";"65,95";"62,67";"56,17";"90,15";"49,75";"34,83";"83,43";"21,08";"54,82";"72,95";"15,33";"33,36";"20,56";"76,57";"78,13";"66,03"
"241490 VICOSA";"92,21";"78,28";"64,15";"63,20";"70,86";"97,76";"99,27";"102,04";"87,34";"0,15";"71,72";"84,85";"105,05";"100,00";"106,78";"93,43";"58,72";"92,04";"54,86";"110,61";"75,42";"17,75";"19,21";"16,16";"81,26";"82,08";"77,75"
"241500 VILA FLOR";"60,95";"49,76";"61,36";"62,72";"62,42";"87,85";"84,39";"77,23";"73,30";"0,28";"63,89";"94,95";"93,51";"73,99";"84,24";"68,27";"46,13";"81,75";"47,04";"69,95";"72,63";"8,30";"31,48";"45,68";"75,33";"80,36";"70,54"
"250010 AGUA BRANCA";"70,54";"37,88";"69,89";"64,62";"81,83";"110,15";"115,79";"100,76";"74,90";"1,02";"90,34";"117,60";"114,48";"103,65";"116,34";"106,33";"43,64";"91,71";"41,56";"110,94";"75,61";"22,21";"49,07";"43,37";"76,81";"80,17";"77,67"
"250020 AGUIAR";"80,84";"60,94";"63,95";"52,32";"67,47";"89,54";"89,40";"94,33";"56,88";"1,13";"66,41";"83,40";"86,13";"78,32";"105,94";"75,00";"48,37";"93,76";"61,56";"85,94";"84,98";"26,16";"40,95";"27,83";"64,74";"77,60";"73,54"
"250030 ALAGOA GRANDE";"87,67";"56,18";"55,11";"51,67";"75,15";"84,39";"80,43";"97,22";"46,56";"1,14";"68,81";"86,60";"85,90";"82,85";"106,18";"91,39";"61,55";"90,67";"19,06";"70,70";"79,54";"31,48";"18,33";"13,86";"70,81";"78,71";"73,46"
"250040 ALAGOA NOVA";"66,51";"49,84";"63,68";"55,72";"72,83";"80,83";"73,86";"98,99";"75,73";"0,31";"61,26";"90,12";"84,91";"86,92";"100,74";"79,70";"40,58";"92,39";"39,72";"82,21";"86,61";"23,05";"16,78";"34,17";"71,79";"76,11";"71,65"
"250050 ALAGOINHA";"81,34";"31,02";"56,54";"46,90";"76,52";"72,97";"64,71";"91,25";"51,38";"1,58";"53,86";"66,05";"75,26";"62,45";"98,62";"64,15";"35,91";"85,70";"40,42";"61,37";"75,98";"28,65";"21,15";"30,59";"66,36";"80,77";"71,19"
"250053 ALCANTIL";"68,46";"28,44";"69,28";"51,85";"87,15";"74,49";"75,11";"100,81";"80,76";"2,95";"55,42";"71,15";"76,77";"76,25";"112,15";"60,83";"37,81";"104,71";"59,96";"73,75";"110,70";"48,46";"44,34";"32,78";"85,36";"86,45";"78,58"
"250057 ALGODAO DE JANDAIRA";"38,48";"46,60";"76,49";"62,20";"89,54";"96,43";"99,27";"104,20";"99,03";"0,12";"92,95";"118,64";"115,37";"106,05";"102,34";"103,78";"56,33";"93,39";"72,67";"105,29";"77,70";"59,23";"76,64";"70,72";"88,98";"77,95";"79,11"
"250060 ALHANDRA";"30,45";"3,59";"63,15";"55,30";"73,18";"71,89";"80,72";"85,89";"72,19";"1,60";"63,35";"76,82";"73,38";"65,94";"95,60";"47,67";"20,76";"81,94";"42,16";"65,02";"75,46";"26,92";"19,89";"24,65";"69,62";"72,66";"64,11"
"250070 SAO JOAO DO RIO DO PEIXE";"68,09";"10,56";"62,16";"59,73";"71,46";"83,93";"88,97";"94,99";"75,29";"1,25";"76,40";"95,47";"92,21";"90,83";"104,64";"88,59";"29,25";"90,48";"54,16";"86,66";"74,55";"20,53";"40,17";"44,65";"69,34";"80,49";"74,54"
"250073 AMPARO";"27,17";"27,12";"66,62";"47,99";"78,84";"72,11";"80,82";"88,06";"91,85";"3,13";"68,21";"87,35";"81,79";"73,46";"88,02";"65,36";"55,13";"83,02";"79,47";"78,70";"77,46";"44,51";"8,99";"15,11";"67,89";"72,71";"67,80"
"250077 APARECIDA";"95,09";"62,80";"73,17";"52,52";"100,46";"83,90";"87,82";"109,48";"76,70";"2,41";"83,90";"102,68";"101,34";"98,41";"136,72";"91,22";"35,35";"107,16";"51,56";"94,88";"124,96";"41,17";"23,40";"26,32";"96,56";"80,44";"81,62"
"250080 ARACAGI";"76,94";"39,68";"57,36";"59,69";"79,10";"99,06";"94,44";"103,79";"62,85";"2,29";"55,24";"86,64";"94,26";"75,00";"102,62";"66,89";"27,80";"100,02";"36,38";"87,91";"79,46";"26,00";"34,89";"28,76";"76,56";"78,32";"74,08"
"250090 ARARA";"65,76";"48,69";"62,48";"53,26";"72,20";"83,53";"89,07";"87,21";"45,37";"0,10";"70,80";"99,91";"93,62";"88,72";"99,18";"82,69";"38,71";"80,16";"23,64";"88,37";"59,17";"15,85";"43,27";"36,58";"71,20";"74,57";"70,03"
"250100 ARARUNA";"82,59";"35,03";"55,00";"55,53";"72,94";"81,40";"80,28";"84,91";"58,10";"2,57";"73,65";"101,16";"99,29";"91,62";"101,44";"64,87";"19,43";"70,75";"42,31";"88,24";"61,54";"17,08";"45,86";"38,15";"64,91";"75,18";"69,92"
